table_name,table_description,ordinal_position,column_name,display_label,source_fields,definition,formula,documentation_kind
missing_v2_statistics,Persisted root CSV report table,5,v2_action,v2_action,v2_action,Persisted source-table value for `v2_action`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
paired_participant_inference,Persisted root CSV report table,1,comparison_family,comparison_family,comparison_family,Persisted source-table value for `comparison_family`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
paired_participant_inference,Persisted root CSV report table,2,comparison_id,comparison_id,comparison_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
paired_participant_inference,Persisted root CSV report table,3,reference_case_id,reference_case_id,reference_case_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
paired_participant_inference,Persisted root CSV report table,4,candidate_case_id,candidate_case_id,candidate_case_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
paired_participant_inference,Persisted root CSV report table,5,metric,metric,metric,Persisted source-table value for `metric`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
paired_participant_inference,Persisted root CSV report table,6,candidate_minus_reference,candidate_minus_reference,candidate_minus_reference,Paired candidate-minus-reference difference in the reported statistic,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
paired_participant_inference,Persisted root CSV report table,7,participant_cluster_delta_ci95_low,participant_cluster_delta_ci95_low,participant_cluster_delta_ci95_low,Participant-cluster percentile-bootstrap 95% CI lower endpoint for the reported statistic,"CI95 = [Q_0.025(T_b), Q_0.975(T_b)], b=1..B; T_b = metric_candidate,b - metric_reference,b from the same participant draw; each draw resamples participant IDs with replacement under the declared strata and carries every repeat/row belonging to each sampled participant cluster",participant_cluster_interval_formula
paired_participant_inference,Persisted root CSV report table,8,participant_cluster_delta_ci95_high,participant_cluster_delta_ci95_high,participant_cluster_delta_ci95_high,Participant-cluster percentile-bootstrap 95% CI upper endpoint for the reported statistic,"CI95 = [Q_0.025(T_b), Q_0.975(T_b)], b=1..B; T_b = metric_candidate,b - metric_reference,b from the same participant draw; each draw resamples participant IDs with replacement under the declared strata and carries every repeat/row belonging to each sampled participant cluster",participant_cluster_interval_formula
paired_participant_inference,Persisted root CSV report table,9,raw_two_sided_p_value,raw_two_sided_p_value,raw_two_sided_p_value,Null-hypothesis tail probability from the table's declared test.,two-sided p = Pr_H0(|T*| >= |T_observed|); exact statistic and resampling/rank distribution follow the declared test_method,declared_p_value_formula
paired_participant_inference,Persisted root CSV report table,10,holm_adjusted_p_value,holm_adjusted_p_value,holm_adjusted_p_value,Holm step-down multiplicity-adjusted P value.,"ordered adjusted p_(i) = max_(j<=i) [(m-j+1) * p_(j)], capped at 1",holm_adjustment_formula
paired_participant_inference,Persisted root CSV report table,11,comparison_contract_status,comparison_contract_status,comparison_contract_status,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
paired_participant_inference,Persisted root CSV report table,12,p_value_applicability,p_value_applicability,p_value_applicability,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
paired_participant_inference,Persisted root CSV report table,13,inference_role,inference_role,inference_role,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
paired_participant_inference,Persisted root CSV report table,14,automatic_selection,automatic_selection,automatic_selection,Persisted source-table value for `automatic_selection`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
pairwise_repeat_metric_deltas,Persisted root CSV report table,1,comparison_family,comparison_family,comparison_family,Persisted source-table value for `comparison_family`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
pairwise_repeat_metric_deltas,Persisted root CSV report table,2,comparison_id,comparison_id,comparison_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
pairwise_repeat_metric_deltas,Persisted root CSV report table,3,comparison_role,comparison_role,comparison_role,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
pairwise_repeat_metric_deltas,Persisted root CSV report table,4,reference_case_id,reference_case_id,reference_case_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
pairwise_repeat_metric_deltas,Persisted root CSV report table,5,candidate_case_id,candidate_case_id,candidate_case_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
pairwise_repeat_metric_deltas,Persisted root CSV report table,6,repeat,repeat,repeat,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
pairwise_repeat_metric_deltas,Persisted root CSV report table,7,split_seed,split_seed,split_seed,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
pairwise_repeat_metric_deltas,Persisted root CSV report table,8,comparison_contract_status,comparison_contract_status,comparison_contract_status,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
pairwise_repeat_metric_deltas,Persisted root CSV report table,9,difference_direction,difference_direction,difference_direction,Persisted source-table value for `difference_direction`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
pairwise_repeat_metric_deltas,Persisted root CSV report table,10,reference_balanced_accuracy,reference_balanced_accuracy,reference_balanced_accuracy,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
pairwise_repeat_metric_deltas,Persisted root CSV report table,11,candidate_balanced_accuracy,candidate_balanced_accuracy,candidate_balanced_accuracy,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
pairwise_repeat_metric_deltas,Persisted root CSV report table,12,balanced_accuracy_delta,balanced_accuracy_delta,balanced_accuracy_delta,Paired candidate-minus-reference difference in Macro-average recall across the K declared classes.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
pairwise_repeat_metric_deltas,Persisted root CSV report table,13,reference_macro_f1,reference_macro_f1,reference_macro_f1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
pairwise_repeat_metric_deltas,Persisted root CSV report table,14,candidate_macro_f1,candidate_macro_f1,candidate_macro_f1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
pairwise_repeat_metric_deltas,Persisted root CSV report table,15,macro_f1_delta,macro_f1_delta,macro_f1_delta,Paired candidate-minus-reference difference in Unweighted mean of the K class-specific F1 scores.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
pairwise_repeat_metric_deltas,Persisted root CSV report table,16,reference_macro_roc_auc_ovr,reference_macro_roc_auc_ovr,reference_macro_roc_auc_ovr,Unweighted mean of valid one-vs-rest class ROC areas.,macro ROC-AUC = (1/K_valid) * sum_c ROC-AUC_c,inferred_metric_formula
pairwise_repeat_metric_deltas,Persisted root CSV report table,17,candidate_macro_roc_auc_ovr,candidate_macro_roc_auc_ovr,candidate_macro_roc_auc_ovr,Unweighted mean of valid one-vs-rest class ROC areas.,macro ROC-AUC = (1/K_valid) * sum_c ROC-AUC_c,inferred_metric_formula
pairwise_repeat_metric_deltas,Persisted root CSV report table,18,macro_roc_auc_ovr_delta,macro_roc_auc_ovr_delta,macro_roc_auc_ovr_delta,Paired candidate-minus-reference difference in Unweighted mean of valid one-vs-rest class ROC areas.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
pairwise_repeat_metric_deltas,Persisted root CSV report table,19,macro_roc_auc_ovr_applicability,macro_roc_auc_ovr_applicability,macro_roc_auc_ovr_applicability,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
pairwise_repeat_metric_deltas,Persisted root CSV report table,20,automatic_selection,automatic_selection,automatic_selection,Persisted source-table value for `automatic_selection`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
parameter_inventory,Persisted root CSV report table,1,source_study,source_study,source_study,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
parameter_inventory,Persisted root CSV report table,2,parameter_group,parameter_group,parameter_group,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
parameter_inventory,Persisted root CSV report table,3,parameter,parameter,parameter,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
parameter_inventory,Persisted root CSV report table,4,unique_value_count,unique_value_count,unique_value_count,Number of units satisfying the column's stated inclusion condition.,count = sum_i 1[unit i satisfies the stated condition],count_formula
parameter_inventory,Persisted root CSV report table,5,observed_values,observed_values,observed_values,Persisted source-table value for `observed_values`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
parameter_inventory,Persisted root CSV report table,6,parameter_role,parameter_role,parameter_role,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
parameter_inventory,Persisted root CSV report table,7,comparison_interpretation,comparison_interpretation,comparison_interpretation,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_01_three_model_metrics,Persisted root CSV report table,1,source_study,source_study,source_study,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_01_three_model_metrics,Persisted root CSV report table,2,parameter_group,parameter_group,parameter_group,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_01_three_model_metrics,Persisted root CSV report table,3,parameter,parameter,parameter,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_01_three_model_metrics,Persisted root CSV report table,4,subset_contract,subset_contract,subset_contract,Persisted source-table value for `subset_contract`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
plot_01_three_model_metrics,Persisted root CSV report table,5,parameter_value,parameter_value,parameter_value,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_01_three_model_metrics,Persisted root CSV report table,6,model,model,model,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_01_three_model_metrics,Persisted root CSV report table,7,plot_category,plot_category,plot_category,Persisted source-table value for `plot_category`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
plot_01_three_model_metrics,Persisted root CSV report table,8,config_id,config_id,config_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_01_three_model_metrics,Persisted root CSV report table,9,repeat,repeat,repeat,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_01_three_model_metrics,Persisted root CSV report table,10,split_seed,split_seed,split_seed,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_01_three_model_metrics,Persisted root CSV report table,11,subject_balanced_accuracy,subject_balanced_accuracy,subject_balanced_accuracy,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
plot_01_three_model_metrics,Persisted root CSV report table,12,subject_macro_f1,subject_macro_f1,subject_macro_f1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
plot_01_three_model_metrics,Persisted root CSV report table,13,subject_macro_roc_auc_ovr,subject_macro_roc_auc_ovr,subject_macro_roc_auc_ovr,Unweighted mean of valid one-vs-rest class ROC areas.,macro ROC-AUC = (1/K_valid) * sum_c ROC-AUC_c,inferred_metric_formula
plot_01_three_model_metrics,Persisted root CSV report table,14,macro_roc_auc_ovr_applicability,macro_roc_auc_ovr_applicability,macro_roc_auc_ovr_applicability,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_01_three_model_metrics,Persisted root CSV report table,15,observation_unit,observation_unit,observation_unit,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_01_three_model_metrics,Persisted root CSV report table,16,independence_warning,independence_warning,independence_warning,Persisted source-table value for `independence_warning`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
plot_01_three_model_metrics,Persisted root CSV report table,17,evaluation_level,evaluation_level,evaluation_level,Persisted source-table value for `evaluation_level`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
plot_03_three_model_file_metrics,Persisted root CSV report table,1,source_study,source_study,source_study,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_03_three_model_file_metrics,Persisted root CSV report table,2,parameter_group,parameter_group,parameter_group,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_03_three_model_file_metrics,Persisted root CSV report table,3,parameter,parameter,parameter,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_03_three_model_file_metrics,Persisted root CSV report table,4,subset_contract,subset_contract,subset_contract,Persisted source-table value for `subset_contract`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
plot_03_three_model_file_metrics,Persisted root CSV report table,5,parameter_value,parameter_value,parameter_value,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_03_three_model_file_metrics,Persisted root CSV report table,6,model,model,model,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_03_three_model_file_metrics,Persisted root CSV report table,7,plot_category,plot_category,plot_category,Persisted source-table value for `plot_category`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
plot_03_three_model_file_metrics,Persisted root CSV report table,8,config_id,config_id,config_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_03_three_model_file_metrics,Persisted root CSV report table,9,repeat,repeat,repeat,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_03_three_model_file_metrics,Persisted root CSV report table,10,split_seed,split_seed,split_seed,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_03_three_model_file_metrics,Persisted root CSV report table,11,subject_balanced_accuracy,subject_balanced_accuracy,subject_balanced_accuracy,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
plot_03_three_model_file_metrics,Persisted root CSV report table,12,subject_macro_f1,subject_macro_f1,subject_macro_f1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
plot_03_three_model_file_metrics,Persisted root CSV report table,13,subject_macro_roc_auc_ovr,subject_macro_roc_auc_ovr,subject_macro_roc_auc_ovr,Unweighted mean of valid one-vs-rest class ROC areas.,macro ROC-AUC = (1/K_valid) * sum_c ROC-AUC_c,inferred_metric_formula
plot_03_three_model_file_metrics,Persisted root CSV report table,14,macro_roc_auc_ovr_applicability,macro_roc_auc_ovr_applicability,macro_roc_auc_ovr_applicability,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_03_three_model_file_metrics,Persisted root CSV report table,15,observation_unit,observation_unit,observation_unit,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_03_three_model_file_metrics,Persisted root CSV report table,16,independence_warning,independence_warning,independence_warning,Persisted source-table value for `independence_warning`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
plot_03_three_model_file_metrics,Persisted root CSV report table,17,evaluation_level,evaluation_level,evaluation_level,Persisted source-table value for `evaluation_level`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
plot_04_three_model_window_metrics,Persisted root CSV report table,1,source_study,source_study,source_study,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_04_three_model_window_metrics,Persisted root CSV report table,2,parameter_group,parameter_group,parameter_group,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_04_three_model_window_metrics,Persisted root CSV report table,3,parameter,parameter,parameter,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_04_three_model_window_metrics,Persisted root CSV report table,4,subset_contract,subset_contract,subset_contract,Persisted source-table value for `subset_contract`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
plot_04_three_model_window_metrics,Persisted root CSV report table,5,parameter_value,parameter_value,parameter_value,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_04_three_model_window_metrics,Persisted root CSV report table,6,model,model,model,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_04_three_model_window_metrics,Persisted root CSV report table,7,plot_category,plot_category,plot_category,Persisted source-table value for `plot_category`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
plot_04_three_model_window_metrics,Persisted root CSV report table,8,config_id,config_id,config_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_04_three_model_window_metrics,Persisted root CSV report table,9,repeat,repeat,repeat,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_04_three_model_window_metrics,Persisted root CSV report table,10,split_seed,split_seed,split_seed,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_04_three_model_window_metrics,Persisted root CSV report table,11,subject_balanced_accuracy,subject_balanced_accuracy,subject_balanced_accuracy,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
plot_04_three_model_window_metrics,Persisted root CSV report table,12,subject_macro_f1,subject_macro_f1,subject_macro_f1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
plot_04_three_model_window_metrics,Persisted root CSV report table,13,subject_macro_roc_auc_ovr,subject_macro_roc_auc_ovr,subject_macro_roc_auc_ovr,Unweighted mean of valid one-vs-rest class ROC areas.,macro ROC-AUC = (1/K_valid) * sum_c ROC-AUC_c,inferred_metric_formula
plot_04_three_model_window_metrics,Persisted root CSV report table,14,macro_roc_auc_ovr_applicability,macro_roc_auc_ovr_applicability,macro_roc_auc_ovr_applicability,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_04_three_model_window_metrics,Persisted root CSV report table,15,observation_unit,observation_unit,observation_unit,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_04_three_model_window_metrics,Persisted root CSV report table,16,independence_warning,independence_warning,independence_warning,Persisted source-table value for `independence_warning`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
plot_04_three_model_window_metrics,Persisted root CSV report table,17,evaluation_level,evaluation_level,evaluation_level,Persisted source-table value for `evaluation_level`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
plot_05_shapeformer_paired_deltas,Persisted root CSV report table,1,comparison_id,comparison_id,comparison_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_05_shapeformer_paired_deltas,Persisted root CSV report table,2,repeat,repeat,repeat,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_05_shapeformer_paired_deltas,Persisted root CSV report table,3,split_seed,split_seed,split_seed,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
plot_05_shapeformer_paired_deltas,Persisted root CSV report table,4,shapeformer_subject_BA,shapeformer_subject_BA,shapeformer_subject_BA,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
plot_05_shapeformer_paired_deltas,Persisted root CSV report table,5,comparator_subject_BA,comparator_subject_BA,comparator_subject_BA,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
plot_05_shapeformer_paired_deltas,Persisted root CSV report table,6,balanced_accuracy_delta,balanced_accuracy_delta,balanced_accuracy_delta,Paired candidate-minus-reference difference in Macro-average recall across the K declared classes.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
plot_05_shapeformer_paired_deltas,Persisted root CSV report table,7,shapeformer_subject_macro_F1,shapeformer_subject_macro_F1,shapeformer_subject_macro_F1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
plot_05_shapeformer_paired_deltas,Persisted root CSV report table,8,comparator_subject_macro_F1,comparator_subject_macro_F1,comparator_subject_macro_F1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
plot_05_shapeformer_paired_deltas,Persisted root CSV report table,9,macro_f1_delta,macro_f1_delta,macro_f1_delta,Paired candidate-minus-reference difference in Unweighted mean of the K class-specific F1 scores.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
plot_05_shapeformer_paired_deltas,Persisted root CSV report table,10,shapeformer_runtime_seconds,shapeformer_runtime_seconds,shapeformer_runtime_seconds,Persisted source-table value for `shapeformer_runtime_seconds`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
plot_05_shapeformer_paired_deltas,Persisted root CSV report table,11,comparator_runtime_seconds,comparator_runtime_seconds,comparator_runtime_seconds,Persisted source-table value for `comparator_runtime_seconds`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
plot_05_shapeformer_paired_deltas,Persisted root CSV report table,12,shapeformer_runtime_ratio,shapeformer_runtime_ratio,shapeformer_runtime_ratio,Persisted source-table value for `shapeformer_runtime_ratio`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
plot_05_shapeformer_paired_deltas,Persisted root CSV report table,13,macro_roc_auc_ovr_delta,macro_roc_auc_ovr_delta,macro_roc_auc_ovr_delta,Paired candidate-minus-reference difference in Unweighted mean of valid one-vs-rest class ROC areas.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
shapeformer_decision_evidence,Persisted root CSV report table,1,comparison,comparison,comparison,Persisted source-table value for `comparison`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
shapeformer_decision_evidence,Persisted root CSV report table,2,repeat,repeat,repeat,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
shapeformer_decision_evidence,Persisted root CSV report table,3,split_seed,split_seed,split_seed,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
shapeformer_decision_evidence,Persisted root CSV report table,4,shapeformer_subject_BA,shapeformer_subject_BA,shapeformer_subject_BA,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
shapeformer_decision_evidence,Persisted root CSV report table,5,comparator_subject_BA,comparator_subject_BA,comparator_subject_BA,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
shapeformer_decision_evidence,Persisted root CSV report table,6,shapeformer_minus_comparator_BA,shapeformer_minus_comparator_BA,shapeformer_minus_comparator_BA,Paired candidate-minus-reference difference in Macro-average recall across the K declared classes.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
